Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
1007905628657133903,37,2017-12-19,Superhost,5.0,I Centro Storico,2.0,2.0,Entire home,4,163.0,37,4.86,4.81,4.81,4.81,4.89,4.89,4.68,3.55,Roma,Early Autumn,1,private,"41.9059272, 12.471923",2024-09-15
8964398,0,2015-06-09,Host,4.0,I Centro Storico,2.0,1.0,Entire home,2,159.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Roma,Early Autumn,1,private,"41.88966, 12.46997",2024-09-15
850658891664797557,24,2023-03-19,Host,1.0,VII San Giovanni/Cinecittà,1.0,1.0,Entire home,2,84.0,43,4.74,4.81,4.74,4.95,4.93,4.7,4.53,2.43,Roma,Early Autumn,1,private,"41.872121556335685, 12.52085610793455",2024-09-15
37710478,51,2015-06-05,Superhost,3.0,I Centro Storico,2.0,2.0,Entire home,4,241.0,117,4.85,4.84,4.9,4.95,4.94,4.91,4.76,1.92,Roma,Early Autumn,2,private,"41.8948384, 12.4918478",2024-09-15
872178267093178390,10,2016-10-26,Superhost,4.0,V Prenestino/Centocelle,1.0,1.0,Private room,2,74.0,14,5.0,5.0,4.86,4.86,5.0,5.0,4.57,0.86,Roma,Early Autumn,1,private,"41.8897413435046, 12.530956800000022",2024-09-15
1070506540353117853,4,2023-12-22,Host,3.0,I Centro Storico,2.0,2.0,Entire home,6,297.0,4,4.5,4.75,4.75,4.75,4.5,3.5,4.0,0.56,Roma,Early Autumn,2,private,"41.88468, 12.50358",2024-09-15
872331537269268031,2,2016-04-24,Superhost,1.0,III Monte Sacro,1.0,1.0,Entire home,2,98.0,8,5.0,5.0,5.0,5.0,5.0,4.63,4.75,0.5,Roma,Early Autumn,1,private,"42.0035752, 12.5226014",2024-09-15
53135117,66,2014-08-21,Superhost,5.0,I Centro Storico,4.0,3.0,Entire home,8,650.0,207,4.94,4.94,4.93,4.95,4.93,4.97,4.87,6.09,Roma,Early Autumn,3,private,"41.90585, 12.48082",2024-09-15
452216,41,2012-04-29,Host,3.0,I Centro Storico,1.0,1.0,Entire home,4,150.0,427,4.83,4.88,4.87,4.93,4.94,4.8,4.8,2.86,Roma,Early Autumn,1,private,"41.89238, 12.46934",2024-09-15
32663897,29,2019-02-17,Host,25.0,I Centro Storico,3.0,2.0,Entire home,6,388.0,193,4.77,4.77,4.8,4.9,4.89,4.99,4.71,2.88,Roma,Early Autumn,2,private,"41.89792, 12.483",2024-09-15
993399365699348414,4,2023-10-02,Host,1.0,VI Roma delle Torri,3.0,2.0,Entire home,3,116.0,4,5.0,5.0,4.75,5.0,5.0,4.5,5.0,0.4,Roma,Early Autumn,2,private,"41.8634692, 12.6396308",2024-09-15
1048326177706500616,59,2012-09-22,Host,1.0,I Centro Storico,3.0,2.0,Entire home,5,169.0,59,4.71,4.8,4.83,4.95,4.95,4.73,4.69,6.86,Roma,Early Autumn,1,private,"41.889568100000005, 12.507449738623064",2024-09-15
4620545,0,2014-11-19,Host,1.0,XII Monte Verde,3.0,1.0,Private room,4,50.0,32,4.25,4.38,4.56,4.56,4.5,4.34,4.25,0.28,Roma,Early Autumn,1,private,"41.86875, 12.44628",2024-09-15
967826280557968101,1,2019-01-02,Host,1.0,III Monte Sacro,1.0,1.0,Entire home,2,198.0,1,5.0,4.0,4.0,5.0,3.0,5.0,3.0,1.0,Roma,Early Autumn,1,private,"41.97445592714331, 12.53584357672118",2024-09-15
27413786,0,2014-08-22,Host,5.0,I Centro Storico,1.0,1.0,Entire home,2,100.0,86,4.93,4.95,4.92,4.93,4.97,4.79,4.86,1.18,Roma,Early Autumn,1,private,"41.90566, 12.49619",2024-09-15
980516568030898846,26,2017-12-25,Host,7.0,VII San Giovanni/Cinecittà,2.0,2.0,Entire home,4,200.0,26,4.73,4.69,4.65,4.96,4.88,4.19,4.5,2.22,Roma,Early Autumn,2,private,"41.89072, 12.51851",2024-09-15
703566006523612115,28,2021-06-04,Superhost,3.0,I Centro Storico,1.0,1.0,Entire home,2,115.0,65,4.55,4.55,4.42,4.6,4.77,4.94,4.26,3.13,Roma,Early Autumn,1,private,"41.89617059587968, 12.472637071268313",2024-09-15
1036761245529645367,36,2016-09-21,Host,870.0,I Centro Storico,2.0,1.0,Entire home,4,107.0,36,4.72,4.83,4.5,4.39,4.67,4.94,4.75,4.5,Roma,Early Autumn,1,private,"41.88797945067667, 12.497662759332515",2024-09-15
32401712,45,2017-05-28,Superhost,1.0,V Prenestino/Centocelle,2.0,1.0,Private room,3,75.0,129,4.84,4.88,4.72,4.91,4.94,4.78,4.75,1.94,Roma,Early Autumn,1,private,"41.89094, 12.55075",2024-09-15
12212799,4,2016-04-04,Superhost,5.0,XII Monte Verde,1.0,1.0,Private room,2,96.0,74,4.89,4.88,4.93,4.93,4.86,4.59,4.77,0.75,Roma,Early Autumn,1,private,"41.87317, 12.46608",2024-09-15
27016264,117,2018-07-18,Superhost,1.0,I Centro Storico,1.0,1.0,Private room,2,50.0,327,4.81,4.88,4.64,4.95,4.94,4.97,4.82,4.48,Roma,Early Autumn,1,shared,"41.90938, 12.47827",2024-09-15
1173149180402600731,2,2014-09-13,Superhost,19.0,I Centro Storico,3.0,2.0,Entire home,4,480.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.79,Roma,Early Autumn,2,private,"41.89280219594411, 12.467396272446596",2024-09-15
894787352966755836,1,2015-03-11,Host,2.0,II Parioli/Nomentano,1.0,1.0,Entire home,2,162.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.15,Roma,Early Autumn,1,private,"41.907678228149095, 12.51716372411814",2024-09-15
20278007,0,2013-07-15,Host,2.0,V Prenestino/Centocelle,2.0,1.0,Private room,1,79.0,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.01,Roma,Early Autumn,1,shared,"41.89238, 12.52602",2024-09-15
584101541297891222,2,2022-03-16,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,2,120.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,Roma,Early Autumn,1,private,"41.89498, 12.4885",2024-09-15
1194079469322775699,6,2023-09-01,Host,5.0,X Ostia/Acilia,4.0,2.0,Entire home,6,85.0,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,3.0,Roma,Early Autumn,1,private,"41.735693478806, 12.268291471223517",2024-09-15
727551455746768946,30,2022-09-30,Superhost,2.0,I Centro Storico,3.0,2.0,Entire home,4,263.0,37,4.86,4.92,4.76,4.95,4.92,4.95,4.84,2.25,Roma,Early Autumn,1,private,"41.90246967765297, 12.489717677235603",2024-09-15
862832420760773696,9,2021-04-25,Host,1.0,XII Monte Verde,3.0,3.0,Entire home,6,197.0,11,4.64,4.73,4.36,4.55,4.91,4.82,4.45,0.66,Roma,Early Autumn,2,private,"41.87580385779407, 12.465766498262518",2024-09-15
1202595961658274326,1,2022-09-11,Host,3.0,X Ostia/Acilia,1.0,1.0,Entire home,2,64.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Autumn,1,private,"41.76155931538197, 12.356511405450144",2024-09-15
51279366,4,2014-07-13,Superhost,1.0,XV Cassia/Flaminia,1.0,1.0,Entire home,2,120.0,44,4.86,4.93,4.77,4.86,4.91,4.75,4.75,1.17,Roma,Early Autumn,1,private,"41.93773, 12.46255",2024-09-15
649086930214975399,19,2022-06-14,Host,2.0,X Ostia/Acilia,4.0,3.0,Entire home,7,146.0,107,4.59,4.73,4.33,4.86,4.81,4.73,4.55,1.23,Roma,Early Autumn,2,private,"41.7263367, 12.2897578",2024-09-15
53372518,50,2021-05-23,Superhost,3.0,VII San Giovanni/Cinecittà,1.0,0.0,Entire home,2,80.0,171,4.91,4.88,4.89,4.78,4.95,4.73,4.84,5.06,Roma,Early Autumn,1,private,"41.87924, 12.52111",2024-09-15
1179444328503997766,8,2022-04-09,Host,1.0,I Centro Storico,3.0,2.0,Entire home,5,200.0,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Roma,Early Autumn,1,private,"41.88722805632892, 12.470679215344246",2024-09-15
923020039899736426,13,2023-06-27,Host,1.0,II Parioli/Nomentano,2.0,1.0,Entire home,3,105.0,18,4.94,5.0,4.94,4.94,5.0,4.94,4.89,1.27,Roma,Early Autumn,1,private,"41.91402, 12.49864",2024-09-15
12940277,45,2012-06-03,Host,2.0,I Centro Storico,1.0,1.0,Entire home,2,99.0,255,4.5,4.55,4.54,4.77,4.78,4.86,4.46,2.52,Roma,Early Autumn,1,private,"41.88639, 12.47086",2024-09-15
51553779,8,2021-08-09,Host,4.0,I Centro Storico,4.0,2.0,Entire home,6,519.0,10,4.7,4.9,5.0,5.0,4.9,4.9,4.9,0.27,Roma,Early Autumn,1,private,"41.896954, 12.500961",2024-09-15
1150560664141069686,1,2023-03-21,Host,3.0,V Prenestino/Centocelle,3.0,2.0,Entire home,6,123.0,1,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0.54,Roma,Early Autumn,2,private,"41.8794301, 12.5668215",2024-09-15
52644757,14,2021-03-12,Host,16.0,I Centro Storico,2.0,1.0,Entire home,4,249.0,74,4.88,4.93,4.85,4.88,4.91,4.95,4.81,2.09,Roma,Early Autumn,1,private,"41.90941619873047, 12.476094245910645",2024-09-15
754933652013023381,50,2022-11-07,Superhost,1.0,I Centro Storico,2.0,2.0,Entire home,4,297.0,107,4.83,4.9,4.87,4.79,4.76,4.93,4.75,4.79,Roma,Early Autumn,2,private,"41.89484, 12.48897",2024-09-15
690951163872941138,11,2022-08-11,Superhost,2.0,XI Arvalia/Portuense,1.0,1.0,Entire home,2,75.0,24,4.79,4.92,4.79,4.96,5.0,4.46,4.67,0.96,Roma,Early Autumn,1,private,"41.84430335877332, 12.43559949632567",2024-09-15
1130462247525314130,6,2024-04-06,Host,1.0,XV Cassia/Flaminia,3.0,2.0,Entire home,4,91.0,6,4.5,4.5,4.17,5.0,4.33,4.17,4.0,1.35,Roma,Early Autumn,2,private,"41.941258968405066, 12.462674003704834",2024-09-15
4754913,0,2014-04-11,Host,2.0,IV Tiburtina,2.0,2.0,Private room,2,60.0,13,4.54,4.62,4.54,4.85,4.92,4.0,4.77,0.11,Roma,Early Autumn,1,private,"41.90097, 12.56031",2024-09-15
33261351,30,2016-09-21,Host,870.0,I Centro Storico,1.0,1.0,Private room,2,89.0,97,4.23,4.34,4.26,4.62,4.61,4.55,4.15,1.48,Roma,Early Autumn,1,shared,"41.90562, 12.49546",2024-09-15
22122037,17,2015-08-10,Superhost,1.0,VIII Appia Antica,1.0,1.0,Private room,2,57.0,93,4.88,4.87,4.94,4.88,4.91,4.73,4.84,1.14,Roma,Early Autumn,1,private,"41.852822, 12.474632",2024-09-15
794903868859440536,3,2015-12-03,Host,1.0,III Monte Sacro,2.0,2.0,Entire home,4,95.0,6,5.0,4.67,5.0,5.0,5.0,4.83,4.83,0.4,Roma,Early Autumn,2,private,"41.97363, 12.55741",2024-09-15
1162835586436494845,17,2017-02-16,Host,1.0,I Centro Storico,2.0,2.0,Entire home,4,657.0,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.93,Roma,Early Autumn,2,private,"41.9009456, 12.4842572",2024-09-15
854039112630149999,75,2023-03-24,Superhost,1.0,VII San Giovanni/Cinecittà,2.0,1.0,Entire home,4,128.0,116,4.98,4.97,4.97,4.92,4.99,4.85,4.89,7.0,Roma,Early Autumn,1,private,"41.8833226, 12.5103767",2024-09-15
52523767,9,2013-05-22,Host,54.0,I Centro Storico,3.0,2.0,Entire home,5,218.0,57,4.63,4.7,4.74,4.75,4.75,4.81,4.65,1.66,Roma,Early Autumn,2,private,"41.90078, 12.49507",2024-09-15
4747216,26,2017-11-14,Superhost,52.0,II Parioli/Nomentano,5.0,3.0,Entire home,5,305.0,305,4.88,4.94,4.91,4.92,4.89,4.73,4.83,2.58,Roma,Early Autumn,2,private,"41.9112, 12.49857",2024-09-15
50838381,20,2017-11-14,Superhost,52.0,I Centro Storico,1.0,1.0,Entire home,4,152.0,59,4.66,4.68,4.66,4.81,4.95,4.97,4.63,1.53,Roma,Early Autumn,2,private,"41.9008, 12.47379",2024-09-15
14852944,35,2016-09-01,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,2,159.0,118,4.82,4.81,4.81,4.94,4.93,4.81,4.71,1.23,Roma,Early Autumn,1,private,"41.90723, 12.49673",2024-09-15
998405183278949812,36,2022-06-14,Superhost,12.0,I Centro Storico,2.0,1.0,Entire home,3,194.0,36,4.92,4.92,4.97,4.5,4.83,5.0,4.78,3.26,Roma,Early Autumn,1,private,"41.88769, 12.47",2024-09-15
37455711,104,2017-06-20,Superhost,10.0,I Centro Storico,1.0,1.0,Entire home,2,253.0,437,4.95,4.95,4.97,4.96,4.98,4.95,4.86,7.14,Roma,Early Autumn,1,private,"41.90463, 12.486",2024-09-15
846296187140597467,6,2013-09-22,Superhost,3.0,VII San Giovanni/Cinecittà,2.0,1.0,Private room,2,119.0,10,4.8,4.6,5.0,4.9,5.0,4.8,4.8,0.62,Roma,Early Autumn,1,private,"41.88027231952206, 12.509879810025309",2024-09-15
959801317523086289,66,2016-04-14,Host,1.0,VII San Giovanni/Cinecittà,2.0,1.0,Entire home,4,123.0,66,4.82,4.86,4.98,4.89,4.94,4.73,4.76,5.55,Roma,Early Autumn,1,private,"41.88289849001068, 12.505705319344996",2024-09-15
647746709132798073,17,2022-06-12,Superhost,1.0,X Ostia/Acilia,1.0,1.0,Entire home,4,80.0,34,4.94,4.97,5.0,4.97,4.94,4.71,4.94,1.28,Roma,Early Autumn,1,private,"41.73546, 12.26399",2024-09-15
1130855685204458979,8,2022-01-05,Host,6.0,VII San Giovanni/Cinecittà,1.0,1.0,Private room,2,100.0,8,5.0,4.75,5.0,4.88,4.88,4.63,4.88,1.67,Roma,Early Autumn,1,private,"41.8818, 12.51382",2024-09-15
1101435716970135557,2,2024-01-13,Host,1.0,XV Cassia/Flaminia,2.0,1.0,Entire home,3,199.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.47,Roma,Early Autumn,1,private,"41.9445904, 12.4749028",2024-09-15
21180750,44,2015-01-20,Host,40.0,VII San Giovanni/Cinecittà,3.0,1.0,Entire home,6,168.0,201,4.59,4.62,4.71,4.84,4.82,4.69,4.64,2.46,Roma,Early Autumn,1,private,"41.88608, 12.51396",2024-09-15
34501381,0,2016-07-11,Host,1.0,XIII Aurelia,2.0,1.0,Entire home,4,120.0,19,4.89,4.89,4.95,4.79,4.89,4.89,4.95,0.3,Roma,Early Autumn,1,private,"41.89588, 12.43037",2024-09-15
9608623,35,2015-11-23,Superhost,1.0,I Centro Storico,1.0,1.0,Entire home,3,115.0,210,4.96,4.97,4.96,4.98,4.99,4.88,4.91,2.04,Roma,Early Autumn,1,private,"41.89906, 12.45835",2024-09-15
923081333271968018,13,2023-06-27,Superhost,1.0,VII San Giovanni/Cinecittà,2.0,1.0,Entire home,4,108.0,17,4.94,4.82,4.82,4.65,4.82,4.88,4.65,1.18,Roma,Early Autumn,1,private,"41.8685269, 12.5276367",2024-09-15
1137373627776431990,9,2017-03-27,Superhost,15.0,I Centro Storico,4.0,2.0,Entire home,5,290.0,9,4.89,4.89,4.89,5.0,5.0,5.0,4.89,1.97,Roma,Early Autumn,2,private,"41.908305384185645, 12.49716706257055",2024-09-15
1176181444666434207,5,2024-06-10,Host,1.0,I Centro Storico,3.0,1.0,Entire home,4,141.0,5,4.8,4.8,4.8,5.0,5.0,4.8,4.6,2.5,Roma,Early Autumn,1,private,"41.90972662427135, 12.445896591193016",2024-09-15
1109994187420604550,1,2019-05-07,Host,1.0,I Centro Storico,2.0,1.0,Entire home,4,149.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Spring,2,private,"41.9068058, 12.4808207",2024-03-15
43210221,24,2013-06-04,Superhost,2.0,V Prenestino/Centocelle,1.0,1.0,Entire home,2,101.0,35,4.97,4.97,4.94,4.97,5.0,4.54,4.89,2.03,Roma,Early Spring,1,private,"41.89143740338636, 12.534082344552708",2024-03-15
989968047313536034,20,2013-02-18,Host,13.0,I Centro Storico,2.0,2.0,Entire home,5,126.0,20,4.95,4.85,4.85,4.95,4.8,5.0,5.0,3.45,Roma,Early Spring,1,private,"41.90511704507799, 12.44609990283605",2024-03-15
843669256922982062,4,2019-03-16,Host,2.0,X Ostia/Acilia,5.0,2.0,Entire home,4,56.0,4,4.75,4.75,4.75,4.75,4.75,5.0,4.75,0.44,Roma,Early Spring,1,private,"41.73156233204153, 12.276065982878208",2024-03-15
10131718,5,2013-02-12,Host,13.0,I Centro Storico,2.0,1.0,Private room,3,121.0,15,4.87,4.8,4.87,5.0,5.0,4.87,4.87,0.17,Roma,Early Spring,1,private,"41.89726, 12.49616",2024-03-15
943989776268258409,1,2011-07-06,Host,12.0,I Centro Storico,2.0,2.0,Entire home,5,376.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Spring,2,private,"41.9061747, 12.4783679",2024-03-15
26152848,0,2017-10-26,Host,3.0,I Centro Storico,2.0,2.0,Entire home,5,159.0,72,4.86,4.92,4.81,4.94,4.94,5.0,4.79,1.07,Roma,Early Spring,2,private,"41.89837, 12.47263",2024-03-15
28270705,3,2018-08-28,Host,20.0,I Centro Storico,4.0,3.0,Entire home,7,621.0,28,4.82,4.86,4.75,4.82,4.82,4.96,4.79,0.47,Roma,Early Spring,2,private,"41.90969, 12.47835",2024-03-15
809854745212894562,7,2016-07-09,Host,1.0,VII San Giovanni/Cinecittà,4.0,2.0,Entire home,5,144.0,7,5.0,5.0,5.0,4.86,4.86,4.86,4.57,0.64,Roma,Early Spring,1,private,"41.8815317, 12.5117006",2024-03-15
847840287070810566,20,2023-03-15,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,4,132.0,20,4.8,4.8,4.9,4.95,4.85,5.0,4.65,1.87,Roma,Early Spring,1,private,"41.8889771, 12.4682211",2024-03-15
39073630,66,2019-09-30,Superhost,1.0,I Centro Storico,1.0,1.0,Entire home,2,92.0,230,4.81,4.86,4.8,4.91,4.98,4.95,4.73,4.24,Roma,Early Spring,1,private,"41.88884, 12.47774",2024-03-15
1046217761468743328,4,2019-07-19,Host,1.0,V Prenestino/Centocelle,0.0,1.0,Entire home,2,38.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Roma,Early Spring,1,private,"41.8928155, 12.5664697",2024-03-15
1005075882249037113,10,2013-04-11,Superhost,19.0,I Centro Storico,1.0,1.0,Entire home,3,98.0,10,4.7,5.0,4.7,4.89,4.9,4.8,4.7,2.21,Roma,Early Spring,1,private,"41.89656617131724, 12.494347834918225",2024-03-15
882660721416864827,57,2013-09-15,Host,1.0,I Centro Storico,3.0,2.0,Entire home,5,167.0,57,4.68,4.81,4.77,4.53,4.82,4.58,4.61,5.57,Roma,Early Spring,1,private,"41.8973418, 12.5041295",2024-03-15
755715251584447953,36,2021-06-22,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,4,210.0,39,4.92,4.9,4.9,4.9,5.0,5.0,4.79,2.91,Roma,Early Spring,1,private,"41.90144, 12.46826",2024-03-15
915010946851632272,16,2023-06-16,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,4,250.0,16,5.0,4.88,5.0,5.0,5.0,4.88,4.81,1.86,Roma,Early Spring,1,private,"41.9045752, 12.4469261",2024-03-15
869598024684782345,18,2013-11-02,Superhost,1.0,IX Eur,2.0,1.0,Entire home,3,74.0,18,4.89,4.89,4.94,4.89,4.94,4.39,4.83,1.82,Roma,Early Spring,1,private,"41.8224, 12.4898",2024-03-15
26738761,16,2018-07-07,Host,11.0,I Centro Storico,2.0,1.0,Private room,3,74.0,103,4.4,4.62,4.39,4.63,4.65,4.91,4.49,1.49,Roma,Early Spring,2,shared,"41.90547, 12.46745",2024-03-15
50990582,12,2016-09-07,Host,43.0,I Centro Storico,2.0,1.0,Entire home,3,127.0,42,4.83,4.88,4.86,4.79,4.9,5.0,4.69,1.4,Roma,Early Spring,1,private,"41.896706, 12.470029",2024-03-15
41258749,84,2020-01-03,Superhost,1.0,I Centro Storico,2.0,1.0,Entire home,4,98.0,200,4.94,4.96,4.94,4.95,4.97,4.82,4.9,3.99,Roma,Early Spring,1,private,"41.896549, 12.496245",2024-03-15
931071506071498232,35,2018-02-13,Host,16.0,XIII Aurelia,5.0,3.0,Entire home,8,136.0,35,4.26,4.54,4.6,4.57,4.54,4.51,4.4,4.36,Roma,Early Spring,2,private,"41.8959164, 12.4457885",2024-03-15
8467087,0,2015-07-13,Host,1.0,II Parioli/Nomentano,2.0,1.0,Private room,1,117.0,3,4.67,4.33,5.0,4.33,4.33,4.67,5.0,0.03,Roma,Early Spring,1,private,"41.90006, 12.51554",2024-03-15
52270967,8,2018-07-02,Host,27.0,I Centro Storico,2.0,1.0,Private room,2,75.0,36,4.83,4.75,4.75,4.92,4.83,4.81,4.75,1.2,Roma,Early Spring,2,private,"41.89034, 12.50745",2024-03-15
754932633744389416,18,2014-07-15,Host,1.0,V Prenestino/Centocelle,2.0,1.0,Entire home,4,93.0,37,4.76,4.84,4.51,4.97,4.97,4.78,4.73,2.26,Roma,Early Spring,1,private,"41.8890058, 12.5259593",2024-03-15
10349066,57,2014-04-28,Host,18.0,I Centro Storico,1.0,1.0,Entire home,2,99.0,316,4.54,4.74,4.51,4.81,4.83,4.86,4.58,3.19,Roma,Early Spring,1,private,"41.88882, 12.5008",2024-03-15
927091863639044969,5,2015-03-21,Superhost,13.0,I Centro Storico,2.0,1.0,Private room,2,159.0,5,4.6,4.8,4.6,5.0,5.0,4.4,4.4,0.58,Roma,Early Spring,1,private,"41.8907977, 12.5096636",2024-03-15
40803662,0,2017-08-17,Host,6.0,II Parioli/Nomentano,2.0,1.0,Private room,4,117.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Roma,Early Spring,1,private,"41.91133, 12.49918",2024-03-15
12648024,28,2016-04-24,Superhost,2.0,I Centro Storico,1.0,1.0,Private room,2,62.0,266,4.91,4.9,4.88,4.94,4.97,5.0,4.84,2.78,Roma,Early Spring,1,private,"41.89592, 12.46959",2024-03-15
643331670913329645,8,2022-06-06,Superhost,10.0,I Centro Storico,1.0,1.0,Entire home,2,150.0,8,5.0,5.0,5.0,5.0,5.0,5.0,4.88,0.81,Roma,Early Spring,1,private,"41.9084233, 12.4780753",2024-03-15
831199,0,2012-12-08,Host,1.0,XIII Aurelia,2.0,1.0,Entire home,3,120.0,269,4.84,4.92,4.87,4.9,4.9,4.75,4.82,2.19,Roma,Early Spring,1,private,"41.89562, 12.44924",2024-03-15
739471510418981065,7,2017-10-09,Host,300.0,V Prenestino/Centocelle,3.0,1.0,Entire home,4,335.0,8,4.25,4.38,4.5,4.75,4.63,4.25,4.63,0.63,Roma,Early Spring,2,private,"41.8899284, 12.5259519",2024-03-15
924003921006681225,1,2023-04-14,Host,4.0,V Prenestino/Centocelle,1.0,1.0,Private room,2,160.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,Roma,Early Spring,1,private,"41.88927552457577, 12.529012223990854",2024-03-15
944294910425633724,35,2014-03-31,Superhost,14.0,VII San Giovanni/Cinecittà,3.0,2.0,Entire home,6,146.0,35,4.74,4.88,4.91,4.94,4.94,4.82,4.59,4.69,Roma,Early Spring,1,private,"41.8822678, 12.5010564",2024-03-15
38991809,27,2015-07-02,Superhost,45.0,II Parioli/Nomentano,5.0,3.0,Entire home,8,192.0,87,4.8,4.77,4.71,4.87,4.94,4.66,4.66,1.69,Roma,Early Spring,2,private,"41.90901, 12.52091",2024-03-15
17583014,0,2013-09-16,Superhost,3.0,XIV Monte Mario,3.0,1.0,Private room,3,92.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Roma,Early Spring,1,private,"41.91638, 12.42152",2024-03-15
935409811147718282,38,2023-07-14,Host,1.0,I Centro Storico,1.0,1.0,Entire home,2,138.0,38,4.79,4.71,4.87,4.95,4.95,4.89,4.58,5.09,Roma,Early Spring,1,private,"41.8946828, 12.4917637",2024-03-15
34468707,17,2019-05-04,Superhost,1.0,I Centro Storico,3.0,2.0,Entire home,6,184.0,70,4.9,4.94,4.97,4.99,4.99,4.97,4.87,1.26,Roma,Early Spring,2,private,"41.907715, 12.463339",2024-03-15
598212866801584332,6,2022-04-05,Superhost,1.0,I Centro Storico,5.0,4.0,Entire home,9,265.0,6,4.83,5.0,4.83,5.0,4.83,5.0,4.33,0.57,Roma,Early Spring,2,private,"41.89119, 12.50224",2024-03-15
13291162,0,2016-05-31,Host,1.0,X Ostia/Acilia,2.0,1.0,Entire home,4,47.0,44,4.84,4.95,4.91,4.98,5.0,4.55,5.0,0.47,Roma,Early Spring,1,private,"41.79051, 12.39499",2024-03-15
800518986046085630,41,2014-11-09,Host,472.0,I Centro Storico,2.0,1.0,Entire home,3,138.0,48,4.33,4.38,4.56,4.73,4.73,4.83,4.31,3.49,Roma,Early Spring,1,private,"41.9050609, 12.4860354",2024-03-15
992443167379010139,13,2010-10-14,Host,2.0,I Centro Storico,3.0,2.0,Entire home,4,151.0,13,4.85,4.85,4.92,5.0,5.0,4.77,4.77,2.95,Roma,Early Spring,1,private,"41.8924473, 12.5054778",2024-03-15
892634158006054763,43,2014-11-09,Host,472.0,I Centro Storico,2.0,1.0,Entire home,4,133.0,43,4.51,4.65,4.6,4.74,4.67,4.93,4.4,4.62,Roma,Early Spring,1,private,"41.9036918, 12.4832108",2024-03-15
987757848658699950,15,2015-04-22,Host,6.0,I Centro Storico,2.0,2.0,Entire home,4,158.0,15,4.87,4.93,5.0,4.93,5.0,5.0,4.87,2.81,Roma,Early Spring,2,private,"41.90806, 12.46272",2024-03-15
53493806,7,2017-05-03,Superhost,2.0,I Centro Storico,3.0,2.0,Entire home,6,172.0,11,5.0,4.91,5.0,5.0,4.91,4.82,4.91,0.84,Roma,Early Spring,2,private,"41.90527708388885, 12.444230746032709",2024-03-15
51937543,1,2014-06-15,Host,5.0,VII San Giovanni/Cinecittà,5.0,3.0,Entire home,10,450.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.37,Roma,Early Spring,4,private,"41.88263, 12.49991",2024-03-15
888308249245527663,5,2016-04-29,Host,1.0,II Parioli/Nomentano,1.0,1.0,Private room,2,80.0,5,4.8,5.0,4.8,5.0,5.0,4.8,5.0,0.53,Roma,Early Spring,1,shared,"41.89562811103754, 12.515503635218524",2024-03-15
1014245587333681265,4,2015-08-04,Host,1.0,I Centro Storico,3.0,2.0,Entire home,6,90.0,4,4.25,4.25,4.25,4.75,4.75,4.5,4.5,1.48,Roma,Early Spring,2,private,"41.9075104, 12.4445249",2024-03-15
5858331,0,2014-05-31,Host,3.0,XV Cassia/Flaminia,1.0,1.0,Private room,2,100.0,8,4.88,4.75,4.88,5.0,5.0,4.75,4.63,0.1,Roma,Early Spring,1,private,"41.9546, 12.47947",2024-03-15
1014421567514254433,2,2023-06-19,Superhost,10.0,XIII Aurelia,2.0,1.0,Entire home,4,120.0,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.43,Roma,Early Spring,1,private,"41.89675, 12.43559",2024-03-15
1074588480200965277,3,2024-01-22,Host,1.0,VII San Giovanni/Cinecittà,2.0,1.0,Entire home,3,83.0,3,5.0,5.0,4.67,4.67,5.0,4.67,4.67,3.0,Roma,Early Spring,1,private,"41.8837406, 12.5235649",2024-03-15
